site_id,site_name,timestamp,site_health_score,ap_total,ap_online,ap_offline,client_count,auth_failures_1h,active_alerts,alert_severity,alert_description,ssid_count,uplink_quality
SITE-DC-02,Data Centre — Wing B,2026-05-11T18:00:00Z,99,12,12,0,119,3,0,none,,2,good
SITE-HQ-01,Bangkok HQ — Floor 1,2026-05-11T18:00:00Z,97,24,24,0,242,2,0,none,,4,good
SITE-HQ-02,Bangkok HQ — Floor 2,2026-05-11T18:00:00Z,93,24,24,0,237,2,0,none,,4,good
SITE-HQ-03,Bangkok HQ — Floor 3,2026-05-11T18:00:00Z,93,24,24,0,237,3,0,none,,4,good
SITE-HQ-04,Bangkok HQ — Floor 4,2026-05-11T18:00:00Z,90,20,20,0,201,2,0,none,,4,good
SITE-WH-01,Warehouse — Lat Krabang,2026-05-11T18:00:00Z,90,8,8,0,80,3,0,none,,2,good
SITE-WH-02,Warehouse — Bang Na,2026-05-11T18:00:00Z,83,8,8,0,81,1,0,none,,2,good
SITE-BR-01,Branch — Sukhumvit,2026-05-11T19:00:00Z,90,16,16,0,94,3,0,none,,3,good
SITE-BR-02,Branch — Silom,2026-05-11T19:00:00Z,84,16,16,0,96,1,0,none,,3,good
SITE-BR-03,Branch — Chatuchak,2026-05-11T19:00:00Z,91,12,12,0,70,2,0,none,,3,good
SITE-BR-04,Branch — Ladprao,2026-05-11T19:00:00Z,87,12,12,0,69,1,0,none,,3,good
SITE-DC-01,Data Centre — Wing A,2026-05-11T19:00:00Z,98,12,12,0,69,3,0,none,,2,good
SITE-DC-02,Data Centre — Wing B,2026-05-11T19:00:00Z,96,12,12,0,73,1,0,none,,2,good
SITE-HQ-01,Bangkok HQ — Floor 1,2026-05-11T19:00:00Z,97,24,24,0,141,2,0,none,,4,good
SITE-HQ-02,Bangkok HQ — Floor 2,2026-05-11T19:00:00Z,95,24,24,0,146,0,0,none,,4,good
SITE-HQ-03,Bangkok HQ — Floor 3,2026-05-11T19:00:00Z,97,24,24,0,143,0,0,none,,4,good
SITE-HQ-04,Bangkok HQ — Floor 4,2026-05-11T19:00:00Z,92,20,20,0,119,1,0,none,,4,good
SITE-WH-01,Warehouse — Lat Krabang,2026-05-11T19:00:00Z,93,8,8,0,47,0,0,none,,2,good
SITE-WH-02,Warehouse — Bang Na,2026-05-11T19:00:00Z,82,8,8,0,51,1,0,none,,2,good
SITE-BR-01,Branch — Sukhumvit,2026-05-11T20:00:00Z,87,16,16,0,98,0,0,none,,3,good
SITE-BR-02,Branch — Silom,2026-05-11T20:00:00Z,85,16,16,0,98,0,0,none,,3,good
SITE-BR-03,Branch — Chatuchak,2026-05-11T20:00:00Z,91,12,12,0,75,1,0,none,,3,good
SITE-BR-04,Branch — Ladprao,2026-05-11T20:00:00Z,88,12,12,0,71,0,0,none,,3,good
SITE-DC-01,Data Centre — Wing A,2026-05-11T20:00:00Z,98,12,12,0,74,0,0,none,,2,good
SITE-DC-02,Data Centre — Wing B,2026-05-11T20:00:00Z,97,12,12,0,73,0,0,none,,2,good
SITE-HQ-01,Bangkok HQ — Floor 1,2026-05-11T20:00:00Z,95,24,24,0,141,3,0,none,,4,good
SITE-HQ-02,Bangkok HQ — Floor 2,2026-05-11T20:00:00Z,93,24,24,0,147,1,0,none,,4,good
SITE-HQ-03,Bangkok HQ — Floor 3,2026-05-11T20:00:00Z,97,24,24,0,145,1,0,none,,4,good
SITE-HQ-04,Bangkok HQ — Floor 4,2026-05-11T20:00:00Z,90,20,20,0,119,3,0,none,,4,good
SITE-WH-01,Warehouse — Lat Krabang,2026-05-11T20:00:00Z,93,8,8,0,47,1,0,none,,2,good
SITE-WH-02,Warehouse — Bang Na,2026-05-11T20:00:00Z,83,8,8,0,47,2,0,none,,2,good
SITE-BR-01,Branch — Sukhumvit,2026-05-11T21:00:00Z,87,16,16,0,5,1,0,none,,3,good
SITE-BR-02,Branch — Silom,2026-05-11T21:00:00Z,85,16,16,0,6,0,0,none,,3,good
SITE-BR-03,Branch — Chatuchak,2026-05-11T21:00:00Z,93,12,11,1,3,1,0,none,,3,good
SITE-BR-04,Branch — Ladprao,2026-05-11T21:00:00Z,86,12,12,0,4,2,0,none,,3,good
SITE-DC-01,Data Centre — Wing A,2026-05-11T21:00:00Z,99,12,12,0,8,0,0,none,,2,good
SITE-DC-02,Data Centre — Wing B,2026-05-11T21:00:00Z,98,12,12,0,6,1,0,none,,2,good
SITE-HQ-01,Bangkok HQ — Floor 1,2026-05-11T21:00:00Z,96,24,24,0,12,0,0,none,,4,good
SITE-HQ-02,Bangkok HQ — Floor 2,2026-05-11T21:00:00Z,92,24,24,0,13,2,0,none,,4,good
SITE-HQ-03,Bangkok HQ — Floor 3,2026-05-11T21:00:00Z,95,24,24,0,15,0,0,none,,4,good
SITE-HQ-04,Bangkok HQ — Floor 4,2026-05-11T21:00:00Z,91,20,20,0,11,1,0,none,,4,good
SITE-WH-01,Warehouse — Lat Krabang,2026-05-11T21:00:00Z,89,8,8,0,3,1,0,none,,2,good
SITE-WH-02,Warehouse — Bang Na,2026-05-11T21:00:00Z,86,8,8,0,2,0,0,none,,2,good
SITE-BR-01,Branch — Sukhumvit,2026-05-11T22:00:00Z,87,16,16,0,6,1,0,none,,3,good
SITE-BR-02,Branch — Silom,2026-05-11T22:00:00Z,86,16,16,0,9,0,0,none,,3,good
SITE-BR-03,Branch — Chatuchak,2026-05-11T22:00:00Z,91,12,12,0,4,3,0,none,,3,good
SITE-BR-04,Branch — Ladprao,2026-05-11T22:00:00Z,88,12,12,0,3,1,0,none,,3,good
SITE-DC-01,Data Centre — Wing A,2026-05-11T22:00:00Z,98,12,12,0,3,3,0,none,,2,good
SITE-DC-02,Data Centre — Wing B,2026-05-11T22:00:00Z,99,12,12,0,9,1,0,none,,2,good
SITE-HQ-01,Bangkok HQ — Floor 1,2026-05-11T22:00:00Z,94,24,24,0,12,0,0,none,,4,good
SITE-HQ-02,Bangkok HQ — Floor 2,2026-05-11T22:00:00Z,93,24,24,0,11,3,0,none,,4,good
SITE-HQ-03,Bangkok HQ — Floor 3,2026-05-11T22:00:00Z,94,24,24,0,13,0,0,none,,4,good
SITE-HQ-04,Bangkok HQ — Floor 4,2026-05-11T22:00:00Z,90,20,20,0,8,3,0,none,,4,good
SITE-WH-01,Warehouse — Lat Krabang,2026-05-11T22:00:00Z,91,8,8,0,5,2,0,none,,2,good
SITE-WH-02,Warehouse — Bang Na,2026-05-11T22:00:00Z,85,8,8,0,7,0,0,none,,2,good
SITE-BR-01,Branch — Sukhumvit,2026-05-11T23:00:00Z,86,16,16,0,6,0,0,none,,3,good
SITE-BR-02,Branch — Silom,2026-05-11T23:00:00Z,87,16,15,1,7,3,0,none,,3,good
SITE-BR-03,Branch — Chatuchak,2026-05-11T23:00:00Z,91,12,12,0,9,0,0,none,,3,good
SITE-BR-04,Branch — Ladprao,2026-05-11T23:00:00Z,85,12,11,1,4,1,0,none,,3,good
SITE-DC-01,Data Centre — Wing A,2026-05-11T23:00:00Z,99,12,12,0,8,2,0,none,,2,good
SITE-DC-02,Data Centre — Wing B,2026-05-11T23:00:00Z,99,12,12,0,6,0,0,none,,2,good
SITE-HQ-01,Bangkok HQ — Floor 1,2026-05-11T23:00:00Z,94,24,24,0,11,1,0,none,,4,good
SITE-HQ-02,Bangkok HQ — Floor 2,2026-05-11T23:00:00Z,92,24,24,0,10,2,0,none,,4,good
SITE-HQ-03,Bangkok HQ — Floor 3,2026-05-11T23:00:00Z,95,24,23,1,13,2,0,none,,4,good
SITE-HQ-04,Bangkok HQ — Floor 4,2026-05-11T23:00:00Z,89,20,20,0,7,1,0,none,,4,good
SITE-WH-01,Warehouse — Lat Krabang,2026-05-11T23:00:00Z,91,8,8,0,7,0,0,none,,2,good
SITE-WH-02,Warehouse — Bang Na,2026-05-11T23:00:00Z,82,8,8,0,6,3,0,none,,2,good
SITE-BR-01,Branch — Sukhumvit,2026-05-12T00:00:00Z,87,16,16,0,8,0,0,none,,3,good
SITE-BR-02,Branch — Silom,2026-05-12T00:00:00Z,88,16,16,0,5,3,0,none,,3,good
SITE-BR-03,Branch — Chatuchak,2026-05-12T00:00:00Z,90,12,12,0,5,3,0,none,,3,good
SITE-BR-04,Branch — Ladprao,2026-05-12T00:00:00Z,88,12,12,0,9,2,0,none,,3,good
SITE-DC-01,Data Centre — Wing A,2026-05-12T00:00:00Z,98,12,12,0,7,0,0,none,,2,good
SITE-DC-02,Data Centre — Wing B,2026-05-12T00:00:00Z,98,12,12,0,7,1,0,none,,2,good
SITE-HQ-01,Bangkok HQ — Floor 1,2026-05-12T00:00:00Z,94,24,24,0,14,2,0,none,,4,good
SITE-HQ-02,Bangkok HQ — Floor 2,2026-05-12T00:00:00Z,95,24,24,0,12,2,0,none,,4,good
SITE-HQ-03,Bangkok HQ — Floor 3,2026-05-12T00:00:00Z,95,24,24,0,15,0,0,none,,4,good
SITE-HQ-04,Bangkok HQ — Floor 4,2026-05-12T00:00:00Z,90,20,20,0,7,0,0,none,,4,good
SITE-WH-01,Warehouse — Lat Krabang,2026-05-12T00:00:00Z,93,8,8,0,5,0,0,none,,2,good
SITE-WH-02,Warehouse — Bang Na,2026-05-12T00:00:00Z,84,8,8,0,2,0,0,none,,2,good
SITE-BR-01,Branch — Sukhumvit,2026-05-12T01:00:00Z,89,16,16,0,7,1,0,none,,3,good
SITE-BR-02,Branch — Silom,2026-05-12T01:00:00Z,85,16,16,0,10,2,0,none,,3,good
SITE-BR-03,Branch — Chatuchak,2026-05-12T01:00:00Z,91,12,12,0,3,2,0,none,,3,good
SITE-BR-04,Branch — Ladprao,2026-05-12T01:00:00Z,86,12,12,0,6,0,0,none,,3,good
SITE-DC-01,Data Centre — Wing A,2026-05-12T01:00:00Z,97,12,12,0,5,1,0,none,,2,good
SITE-DC-02,Data Centre — Wing B,2026-05-12T01:00:00Z,97,12,12,0,3,0,0,none,,2,good
SITE-HQ-01,Bangkok HQ — Floor 1,2026-05-12T01:00:00Z,98,24,24,0,12,3,0,none,,4,good
SITE-HQ-02,Bangkok HQ — Floor 2,2026-05-12T01:00:00Z,94,24,24,0,9,0,0,none,,4,good
SITE-HQ-03,Bangkok HQ — Floor 3,2026-05-12T01:00:00Z,93,24,24,0,14,1,0,none,,4,good
SITE-HQ-04,Bangkok HQ — Floor 4,2026-05-12T01:00:00Z,91,20,20,0,12,0,0,none,,4,good
SITE-WH-01,Warehouse — Lat Krabang,2026-05-12T01:00:00Z,89,8,8,0,5,2,0,none,,2,good
SITE-WH-02,Warehouse — Bang Na,2026-05-12T01:00:00Z,84,8,8,0,6,1,0,none,,2,good
SITE-BR-01,Branch — Sukhumvit,2026-05-12T02:00:00Z,90,16,16,0,9,0,0,none,,3,good
SITE-BR-02,Branch — Silom,2026-05-12T02:00:00Z,85,16,16,0,11,1,0,none,,3,good
SITE-BR-03,Branch — Chatuchak,2026-05-12T02:00:00Z,94,12,11,1,8,3,0,none,,3,good
SITE-BR-04,Branch — Ladprao,2026-05-12T02:00:00Z,89,12,12,0,3,3,0,none,,3,good
SITE-DC-01,Data Centre — Wing A,2026-05-12T02:00:00Z,99,12,12,0,4,2,0,none,,2,good
SITE-DC-02,Data Centre — Wing B,2026-05-12T02:00:00Z,99,12,12,0,7,1,0,none,,2,good
SITE-HQ-01,Bangkok HQ — Floor 1,2026-05-12T02:00:00Z,96,24,24,0,9,0,0,none,,4,good
SITE-HQ-02,Bangkok HQ — Floor 2,2026-05-12T02:00:00Z,94,24,24,0,10,2,0,none,,4,good
SITE-HQ-03,Bangkok HQ — Floor 3,2026-05-12T02:00:00Z,97,24,24,0,15,2,0,none,,4,good
SITE-HQ-04,Bangkok HQ — Floor 4,2026-05-12T02:00:00Z,91,20,20,0,9,1,0,none,,4,good
SITE-WH-01,Warehouse — Lat Krabang,2026-05-12T02:00:00Z,89,8,8,0,1,0,0,none,,2,good
SITE-WH-02,Warehouse — Bang Na,2026-05-12T02:00:00Z,82,8,8,0,1,1,0,none,,2,good
SITE-BR-01,Branch — Sukhumvit,2026-05-12T03:00:00Z,87,16,16,0,7,1,0,none,,3,good
SITE-BR-02,Branch — Silom,2026-05-12T03:00:00Z,85,16,16,0,10,3,0,none,,3,good
SITE-BR-03,Branch — Chatuchak,2026-05-12T03:00:00Z,93,12,12,0,7,2,0,none,,3,good
SITE-BR-04,Branch — Ladprao,2026-05-12T03:00:00Z,89,12,12,0,7,2,0,none,,3,good
SITE-DC-01,Data Centre — Wing A,2026-05-12T03:00:00Z,99,12,12,0,5,3,0,none,,2,good
SITE-DC-02,Data Centre — Wing B,2026-05-12T03:00:00Z,99,12,12,0,4,2,0,none,,2,good
SITE-HQ-01,Bangkok HQ — Floor 1,2026-05-12T03:00:00Z,96,24,24,0,10,2,0,none,,4,good
SITE-HQ-02,Bangkok HQ — Floor 2,2026-05-12T03:00:00Z,94,24,24,0,13,1,0,none,,4,good
SITE-HQ-03,Bangkok HQ — Floor 3,2026-05-12T03:00:00Z,93,24,24,0,11,0,0,none,,4,good
SITE-HQ-04,Bangkok HQ — Floor 4,2026-05-12T03:00:00Z,89,20,20,0,9,0,0,none,,4,good
SITE-WH-01,Warehouse — Lat Krabang,2026-05-12T03:00:00Z,89,8,7,1,5,2,0,none,,2,good
SITE-WH-02,Warehouse — Bang Na,2026-05-12T03:00:00Z,83,8,8,0,1,0,0,none,,2,good
SITE-BR-01,Branch — Sukhumvit,2026-05-12T04:00:00Z,88,16,16,0,11,3,0,none,,3,good
SITE-BR-02,Branch — Silom,2026-05-12T04:00:00Z,86,16,16,0,6,2,0,none,,3,good
SITE-BR-03,Branch — Chatuchak,2026-05-12T04:00:00Z,91,12,12,0,8,0,0,none,,3,good
SITE-BR-04,Branch — Ladprao,2026-05-12T04:00:00Z,85,12,12,0,5,1,0,none,,3,good
SITE-DC-01,Data Centre — Wing A,2026-05-12T04:00:00Z,98,12,12,0,6,3,0,none,,2,good
SITE-DC-02,Data Centre — Wing B,2026-05-12T04:00:00Z,99,12,12,0,7,3,0,none,,2,good
SITE-HQ-01,Bangkok HQ — Floor 1,2026-05-12T04:00:00Z,98,24,24,0,14,2,0,none,,4,good
SITE-HQ-02,Bangkok HQ — Floor 2,2026-05-12T04:00:00Z,94,24,24,0,11,0,0,none,,4,good
SITE-HQ-03,Bangkok HQ — Floor 3,2026-05-12T04:00:00Z,97,24,24,0,14,2,0,none,,4,good
SITE-HQ-04,Bangkok HQ — Floor 4,2026-05-12T04:00:00Z,91,20,20,0,8,0,0,none,,4,good
SITE-WH-01,Warehouse — Lat Krabang,2026-05-12T04:00:00Z,93,8,8,0,6,2,0,none,,2,good
SITE-WH-02,Warehouse — Bang Na,2026-05-12T04:00:00Z,84,8,8,0,2,1,0,none,,2,good
SITE-BR-01,Branch — Sukhumvit,2026-05-12T05:00:00Z,89,16,16,0,6,0,0,none,,3,good
SITE-BR-02,Branch — Silom,2026-05-12T05:00:00Z,85,16,16,0,11,0,0,none,,3,good
SITE-BR-03,Branch — Chatuchak,2026-05-12T05:00:00Z,92,12,12,0,4,2,0,none,,3,good
SITE-BR-04,Branch — Ladprao,2026-05-12T05:00:00Z,89,12,12,0,3,0,0,none,,3,good
SITE-DC-01,Data Centre — Wing A,2026-05-12T05:00:00Z,97,12,12,0,5,0,0,none,,2,good
SITE-DC-02,Data Centre — Wing B,2026-05-12T05:00:00Z,99,12,12,0,8,0,0,none,,2,good
SITE-HQ-01,Bangkok HQ — Floor 1,2026-05-12T05:00:00Z,95,24,24,0,14,0,0,none,,4,good
SITE-HQ-02,Bangkok HQ — Floor 2,2026-05-12T05:00:00Z,96,24,24,0,11,1,0,none,,4,good
SITE-HQ-03,Bangkok HQ — Floor 3,2026-05-12T05:00:00Z,94,24,24,0,13,1,0,none,,4,good
SITE-HQ-04,Bangkok HQ — Floor 4,2026-05-12T05:00:00Z,90,20,20,0,12,3,0,none,,4,good
SITE-WH-01,Warehouse — Lat Krabang,2026-05-12T05:00:00Z,90,8,8,0,1,3,0,none,,2,good
SITE-WH-02,Warehouse — Bang Na,2026-05-12T05:00:00Z,83,8,8,0,7,3,0,none,,2,good
SITE-BR-01,Branch — Sukhumvit,2026-05-12T06:00:00Z,87,16,16,0,7,1,0,none,,3,good
SITE-BR-02,Branch — Silom,2026-05-12T06:00:00Z,84,16,16,0,9,2,0,none,,3,good
SITE-BR-03,Branch — Chatuchak,2026-05-12T06:00:00Z,94,12,12,0,8,3,0,none,,3,good
SITE-BR-04,Branch — Ladprao,2026-05-12T06:00:00Z,87,12,12,0,5,3,0,none,,3,good
SITE-DC-01,Data Centre — Wing A,2026-05-12T06:00:00Z,99,12,12,0,3,1,0,none,,2,good
SITE-DC-02,Data Centre — Wing B,2026-05-12T06:00:00Z,99,12,12,0,5,3,0,none,,2,good
SITE-HQ-01,Bangkok HQ — Floor 1,2026-05-12T06:00:00Z,97,24,24,0,9,1,0,none,,4,good
SITE-HQ-02,Bangkok HQ — Floor 2,2026-05-12T06:00:00Z,92,24,24,0,10,3,0,none,,4,good
SITE-HQ-03,Bangkok HQ — Floor 3,2026-05-12T06:00:00Z,94,24,24,0,15,3,0,none,,4,good
SITE-HQ-04,Bangkok HQ — Floor 4,2026-05-12T06:00:00Z,90,20,20,0,7,0,0,none,,4,good
SITE-WH-01,Warehouse — Lat Krabang,2026-05-12T06:00:00Z,89,8,8,0,4,2,0,none,,2,good
SITE-WH-02,Warehouse — Bang Na,2026-05-12T06:00:00Z,86,8,8,0,1,1,0,none,,2,good
SITE-BR-01,Branch — Sukhumvit,2026-05-12T07:00:00Z,67,16,14,2,35,36,1,warning,Network degradation — upstream ISP issue,3,fair
SITE-BR-02,Branch — Silom,2026-05-12T07:00:00Z,65,16,14,2,35,30,1,warning,Network degradation — upstream ISP issue,3,fair
SITE-BR-03,Branch — Chatuchak,2026-05-12T07:00:00Z,69,12,10,2,26,14,1,warning,Network degradation — upstream ISP issue,3,fair
SITE-BR-04,Branch — Ladprao,2026-05-12T07:00:00Z,67,12,11,1,26,22,1,warning,Network degradation — upstream ISP issue,3,fair
SITE-DC-01,Data Centre — Wing A,2026-05-12T07:00:00Z,77,12,10,2,28,15,1,warning,Network degradation — upstream ISP issue,2,fair
SITE-DC-02,Data Centre — Wing B,2026-05-12T07:00:00Z,74,12,11,1,26,24,1,warning,Network degradation — upstream ISP issue,2,fair
SITE-HQ-01,Bangkok HQ — Floor 1,2026-05-12T07:00:00Z,72,24,21,3,48,15,1,warning,Network degradation — upstream ISP issue,4,fair
SITE-HQ-02,Bangkok HQ — Floor 2,2026-05-12T07:00:00Z,70,24,22,2,51,37,1,warning,Network degradation — upstream ISP issue,4,fair
SITE-HQ-03,Bangkok HQ — Floor 3,2026-05-12T07:00:00Z,72,24,21,3,49,20,1,warning,Network degradation — upstream ISP issue,4,fair
SITE-HQ-04,Bangkok HQ — Floor 4,2026-05-12T07:00:00Z,69,20,18,2,42,15,1,warning,Network degradation — upstream ISP issue,4,fair
SITE-WH-01,Warehouse — Lat Krabang,2026-05-12T07:00:00Z,71,8,7,1,19,40,1,warning,Network degradation — upstream ISP issue,2,fair
SITE-WH-02,Warehouse — Bang Na,2026-05-12T07:00:00Z,63,8,7,1,17,13,1,warning,Network degradation — upstream ISP issue,2,fair
SITE-BR-01,Branch — Sukhumvit,2026-05-12T08:00:00Z,64,16,14,2,56,16,1,warning,Network degradation — upstream ISP issue,3,fair
SITE-BR-02,Branch — Silom,2026-05-12T08:00:00Z,64,16,14,2,55,26,1,warning,Network degradation — upstream ISP issue,3,fair
SITE-BR-03,Branch — Chatuchak,2026-05-12T08:00:00Z,68,12,11,1,44,27,1,warning,Network degradation — upstream ISP issue,3,fair
SITE-BR-04,Branch — Ladprao,2026-05-12T08:00:00Z,66,12,10,2,41,18,1,warning,Network degradation — upstream ISP issue,3,fair
SITE-DC-01,Data Centre — Wing A,2026-05-12T08:00:00Z,78,12,11,1,41,12,1,warning,Network degradation — upstream ISP issue,2,fair
SITE-DC-02,Data Centre — Wing B,2026-05-12T08:00:00Z,75,12,11,1,44,11,1,warning,Network degradation — upstream ISP issue,2,fair
SITE-HQ-01,Bangkok HQ — Floor 1,2026-05-12T08:00:00Z,75,24,21,3,87,23,1,warning,Network degradation — upstream ISP issue,4,fair
SITE-HQ-02,Bangkok HQ — Floor 2,2026-05-12T08:00:00Z,74,24,21,3,83,16,1,warning,Network degradation — upstream ISP issue,4,fair
SITE-HQ-03,Bangkok HQ — Floor 3,2026-05-12T08:00:00Z,71,24,23,1,82,30,1,warning,Network degradation — upstream ISP issue,4,fair
SITE-HQ-04,Bangkok HQ — Floor 4,2026-05-12T08:00:00Z,67,20,18,2,68,17,1,warning,Network degradation — upstream ISP issue,4,fair
SITE-WH-01,Warehouse — Lat Krabang,2026-05-12T08:00:00Z,68,8,7,1,28,28,1,warning,Network degradation — upstream ISP issue,2,fair
SITE-WH-02,Warehouse — Bang Na,2026-05-12T08:00:00Z,62,8,7,1,28,24,1,warning,Network degradation — upstream ISP issue,2,fair
SITE-BR-01,Branch — Sukhumvit,2026-05-12T09:00:00Z,67,16,15,1,58,16,1,warning,Network degradation — upstream ISP issue,3,fair
SITE-BR-02,Branch — Silom,2026-05-12T09:00:00Z,64,16,15,1,57,23,1,warning,Network degradation — upstream ISP issue,3,fair
SITE-BR-03,Branch — Chatuchak,2026-05-12T09:00:00Z,73,12,11,1,39,14,1,warning,Network degradation — upstream ISP issue,3,fair
SITE-BR-04,Branch — Ladprao,2026-05-12T09:00:00Z,68,12,11,1,40,40,1,warning,Network degradation — upstream ISP issue,3,fair
