site_id,site_name,timestamp,site_health_score,ap_total,ap_online,ap_offline,client_count,auth_failures_1h,active_alerts,alert_severity,alert_description,ssid_count,uplink_quality
SITE-DC-02,Data Centre — Wing B,2026-04-11T09:00:00Z,92,12,11,1,156,2,0,none,,2,good
SITE-HQ-01,Bangkok HQ — Floor 1,2026-04-11T09:00:00Z,85,24,24,0,216,0,0,none,,4,good
SITE-HQ-02,Bangkok HQ — Floor 2,2026-04-11T09:00:00Z,83,24,23,1,216,0,0,none,,4,good
SITE-HQ-03,Bangkok HQ — Floor 3,2026-04-11T09:00:00Z,88,24,24,0,240,2,0,none,,4,good
SITE-HQ-04,Bangkok HQ — Floor 4,2026-04-11T09:00:00Z,71,20,20,0,180,2,0,none,,4,good
SITE-WH-01,Warehouse — Lat Krabang,2026-04-11T09:00:00Z,88,8,8,0,80,0,0,none,,2,good
SITE-WH-02,Warehouse — Bang Na,2026-04-11T09:00:00Z,77,8,7,1,88,3,1,info,Routine maintenance window active,2,good
SITE-BR-01,Branch — Sukhumvit,2026-04-11T10:00:00Z,42,16,14,2,96,22,1,warning,AP 01-02 offline — auto-recovery in progress,3,good
SITE-BR-02,Branch — Silom,2026-04-11T10:00:00Z,29,16,13,3,124,17,1,warning,AP 02-03 offline — auto-recovery in progress,3,poor
SITE-BR-03,Branch — Chatuchak,2026-04-11T10:00:00Z,86,12,12,0,156,3,0,none,,3,good
SITE-BR-04,Branch — Ladprao,2026-04-11T10:00:00Z,80,12,11,1,168,1,0,none,,3,good
SITE-DC-01,Data Centre — Wing A,2026-04-11T10:00:00Z,95,12,12,0,108,0,0,none,,2,good
SITE-DC-02,Data Centre — Wing B,2026-04-11T10:00:00Z,94,12,11,1,120,0,0,none,,2,good
SITE-HQ-01,Bangkok HQ — Floor 1,2026-04-11T10:00:00Z,92,24,23,1,216,3,0,none,,4,good
SITE-HQ-02,Bangkok HQ — Floor 2,2026-04-11T10:00:00Z,90,24,24,0,264,1,0,none,,4,good
SITE-HQ-03,Bangkok HQ — Floor 3,2026-04-11T10:00:00Z,91,24,23,1,288,2,0,none,,4,good
SITE-HQ-04,Bangkok HQ — Floor 4,2026-04-11T10:00:00Z,79,20,19,1,220,1,1,info,Routine maintenance window active,4,good
SITE-WH-01,Warehouse — Lat Krabang,2026-04-11T10:00:00Z,85,8,8,0,88,2,0,none,,2,good
SITE-WH-02,Warehouse — Bang Na,2026-04-11T10:00:00Z,73,8,7,1,104,3,0,none,,2,good
SITE-BR-01,Branch — Sukhumvit,2026-04-11T11:00:00Z,36,16,14,2,124,18,1,warning,AP 01-02 offline — auto-recovery in progress,3,good
SITE-BR-02,Branch — Silom,2026-04-11T11:00:00Z,61,16,16,0,160,2,1,warning,AP offline — auto-recovery in progress,3,good
SITE-BR-03,Branch — Chatuchak,2026-04-11T11:00:00Z,80,12,12,0,120,1,0,none,,3,good
SITE-BR-04,Branch — Ladprao,2026-04-11T11:00:00Z,61,12,9,3,86,11,1,warning,AP 04-03 offline — auto-recovery in progress,3,poor
SITE-DC-01,Data Centre — Wing A,2026-04-11T11:00:00Z,95,12,12,0,132,3,0,none,,2,good
SITE-DC-02,Data Centre — Wing B,2026-04-11T11:00:00Z,94,12,12,0,144,1,0,none,,2,good
SITE-HQ-01,Bangkok HQ — Floor 1,2026-04-11T11:00:00Z,84,24,24,0,312,3,0,none,,4,good
SITE-HQ-02,Bangkok HQ — Floor 2,2026-04-11T11:00:00Z,80,24,24,0,240,0,0,none,,4,good
SITE-HQ-03,Bangkok HQ — Floor 3,2026-04-11T11:00:00Z,91,24,23,1,312,2,0,none,,4,good
SITE-HQ-04,Bangkok HQ — Floor 4,2026-04-11T11:00:00Z,79,20,19,1,220,3,0,none,,4,good
SITE-WH-01,Warehouse — Lat Krabang,2026-04-11T11:00:00Z,89,8,8,0,104,2,0,none,,2,good
SITE-WH-02,Warehouse — Bang Na,2026-04-11T11:00:00Z,65,8,7,1,80,2,1,warning,AP 02-01 offline — auto-recovery in progress,2,good
SITE-BR-01,Branch — Sukhumvit,2026-04-11T12:00:00Z,63,16,15,1,192,2,1,warning,AP 01-01 offline — auto-recovery in progress,3,good
SITE-BR-02,Branch — Silom,2026-04-11T12:00:00Z,52,16,16,0,224,1,1,warning,AP offline — auto-recovery in progress,3,good
SITE-BR-03,Branch — Chatuchak,2026-04-11T12:00:00Z,79,12,11,1,168,3,0,none,,3,good
SITE-BR-04,Branch — Ladprao,2026-04-11T12:00:00Z,55,12,9,3,86,10,1,warning,AP 04-03 offline — auto-recovery in progress,3,poor
SITE-DC-01,Data Centre — Wing A,2026-04-11T12:00:00Z,97,12,12,0,144,3,0,none,,2,good
SITE-DC-02,Data Centre — Wing B,2026-04-11T12:00:00Z,94,12,11,1,120,3,0,none,,2,good
SITE-HQ-01,Bangkok HQ — Floor 1,2026-04-11T12:00:00Z,87,24,23,1,192,0,0,none,,4,good
SITE-HQ-02,Bangkok HQ — Floor 2,2026-04-11T12:00:00Z,86,24,24,0,216,3,0,none,,4,good
SITE-HQ-03,Bangkok HQ — Floor 3,2026-04-11T12:00:00Z,87,24,23,1,240,0,0,none,,4,good
SITE-HQ-04,Bangkok HQ — Floor 4,2026-04-11T12:00:00Z,81,20,20,0,220,2,1,info,Routine maintenance window active,4,good
SITE-WH-01,Warehouse — Lat Krabang,2026-04-11T12:00:00Z,87,8,7,1,64,2,0,none,,2,good
SITE-WH-02,Warehouse — Bang Na,2026-04-11T12:00:00Z,77,8,7,1,64,2,1,info,Routine maintenance window active,2,good
SITE-BR-01,Branch — Sukhumvit,2026-04-11T13:00:00Z,62,16,16,0,192,2,1,warning,AP offline — auto-recovery in progress,3,good
SITE-BR-02,Branch — Silom,2026-04-11T13:00:00Z,69,16,16,0,192,2,1,warning,AP offline — auto-recovery in progress,3,good
SITE-BR-03,Branch — Chatuchak,2026-04-11T13:00:00Z,83,12,12,0,132,1,0,none,,3,good
SITE-BR-04,Branch — Ladprao,2026-04-11T13:00:00Z,56,12,10,2,57,16,1,warning,AP 04-02 offline — auto-recovery in progress,3,good
SITE-DC-01,Data Centre — Wing A,2026-04-11T13:00:00Z,98,12,12,0,168,1,0,none,,2,good
SITE-DC-02,Data Centre — Wing B,2026-04-11T13:00:00Z,95,12,12,0,132,2,0,none,,2,good
SITE-HQ-01,Bangkok HQ — Floor 1,2026-04-11T13:00:00Z,89,24,23,1,288,2,0,none,,4,good
SITE-HQ-02,Bangkok HQ — Floor 2,2026-04-11T13:00:00Z,82,24,24,0,216,0,1,info,Routine maintenance window active,4,good
SITE-HQ-03,Bangkok HQ — Floor 3,2026-04-11T13:00:00Z,91,24,23,1,336,0,0,none,,4,good
SITE-HQ-04,Bangkok HQ — Floor 4,2026-04-11T13:00:00Z,74,20,19,1,220,2,1,info,Routine maintenance window active,4,good
SITE-WH-01,Warehouse — Lat Krabang,2026-04-11T13:00:00Z,88,8,7,1,112,0,0,none,,2,good
SITE-WH-02,Warehouse — Bang Na,2026-04-11T13:00:00Z,75,8,8,0,72,3,0,none,,2,good
SITE-BR-01,Branch — Sukhumvit,2026-04-11T14:00:00Z,73,16,16,0,144,2,0,none,,3,good
SITE-BR-02,Branch — Silom,2026-04-11T14:00:00Z,59,16,15,1,208,2,1,warning,AP 02-01 offline — auto-recovery in progress,3,good
SITE-BR-03,Branch — Chatuchak,2026-04-11T14:00:00Z,87,12,11,1,144,3,0,none,,3,good
SITE-BR-04,Branch — Ladprao,2026-04-11T14:00:00Z,51,12,9,3,79,17,1,critical,Multiple APs offline — power issue suspected,3,good
SITE-DC-01,Data Centre — Wing A,2026-04-11T14:00:00Z,97,12,12,0,132,3,0,none,,2,good
SITE-DC-02,Data Centre — Wing B,2026-04-11T14:00:00Z,93,12,12,0,156,2,0,none,,2,good
SITE-HQ-01,Bangkok HQ — Floor 1,2026-04-11T14:00:00Z,91,24,24,0,264,0,0,none,,4,good
SITE-HQ-02,Bangkok HQ — Floor 2,2026-04-11T14:00:00Z,89,24,24,0,264,1,0,none,,4,good
SITE-HQ-03,Bangkok HQ — Floor 3,2026-04-11T14:00:00Z,89,24,24,0,312,0,0,none,,4,good
SITE-HQ-04,Bangkok HQ — Floor 4,2026-04-11T14:00:00Z,51,20,16,4,168,17,1,warning,AP 04-04 offline — auto-recovery in progress,4,good
SITE-WH-01,Warehouse — Lat Krabang,2026-04-11T14:00:00Z,85,8,8,0,80,1,0,none,,2,good
SITE-WH-02,Warehouse — Bang Na,2026-04-11T14:00:00Z,67,8,7,1,88,0,1,warning,AP 02-01 offline — auto-recovery in progress,2,good
SITE-BR-01,Branch — Sukhumvit,2026-04-11T15:00:00Z,74,16,16,0,192,3,0,none,,3,good
SITE-BR-02,Branch — Silom,2026-04-11T15:00:00Z,42,16,14,2,86,18,1,warning,AP 02-02 offline — auto-recovery in progress,3,good
SITE-BR-03,Branch — Chatuchak,2026-04-11T15:00:00Z,86,12,11,1,156,3,0,none,,3,good
SITE-BR-04,Branch — Ladprao,2026-04-11T15:00:00Z,45,12,10,2,57,13,1,warning,AP 04-02 offline — auto-recovery in progress,3,good
SITE-DC-01,Data Centre — Wing A,2026-04-11T15:00:00Z,96,12,11,1,96,1,0,none,,2,good
SITE-DC-02,Data Centre — Wing B,2026-04-11T15:00:00Z,96,12,11,1,168,0,0,none,,2,good
SITE-HQ-01,Bangkok HQ — Floor 1,2026-04-11T15:00:00Z,89,24,24,0,312,0,0,none,,4,good
SITE-HQ-02,Bangkok HQ — Floor 2,2026-04-11T15:00:00Z,90,24,23,1,264,2,0,none,,4,good
SITE-HQ-03,Bangkok HQ — Floor 3,2026-04-11T15:00:00Z,88,24,23,1,216,1,0,none,,4,good
SITE-HQ-04,Bangkok HQ — Floor 4,2026-04-11T15:00:00Z,42,20,16,4,120,17,1,critical,Multiple APs offline — power issue suspected,4,good
SITE-WH-01,Warehouse — Lat Krabang,2026-04-11T15:00:00Z,90,8,8,0,64,3,0,none,,2,good
SITE-WH-02,Warehouse — Bang Na,2026-04-11T15:00:00Z,76,8,7,1,80,1,1,info,Routine maintenance window active,2,good
SITE-BR-01,Branch — Sukhumvit,2026-04-11T16:00:00Z,71,16,15,1,208,0,0,none,,3,good
SITE-BR-02,Branch — Silom,2026-04-11T16:00:00Z,37,16,14,2,86,12,1,critical,Multiple APs offline — power issue suspected,3,good
SITE-BR-03,Branch — Chatuchak,2026-04-11T16:00:00Z,84,12,11,1,168,1,0,none,,3,good
SITE-BR-04,Branch — Ladprao,2026-04-11T16:00:00Z,84,12,11,1,144,3,1,info,Routine maintenance window active,3,good
SITE-DC-01,Data Centre — Wing A,2026-04-11T16:00:00Z,96,12,12,0,132,1,0,none,,2,good
SITE-DC-02,Data Centre — Wing B,2026-04-11T16:00:00Z,94,12,12,0,120,2,0,none,,2,good
SITE-HQ-01,Bangkok HQ — Floor 1,2026-04-11T16:00:00Z,87,24,23,1,192,1,0,none,,4,good
SITE-HQ-02,Bangkok HQ — Floor 2,2026-04-11T16:00:00Z,87,24,23,1,312,1,0,none,,4,good
SITE-HQ-03,Bangkok HQ — Floor 3,2026-04-11T16:00:00Z,92,24,24,0,216,0,0,none,,4,good
SITE-HQ-04,Bangkok HQ — Floor 4,2026-04-11T16:00:00Z,76,20,19,1,260,0,0,none,,4,good
SITE-WH-01,Warehouse — Lat Krabang,2026-04-11T16:00:00Z,87,8,8,0,64,2,0,none,,2,good
SITE-WH-02,Warehouse — Bang Na,2026-04-11T16:00:00Z,57,8,6,2,62,13,1,warning,AP 02-02 offline — auto-recovery in progress,2,good
SITE-BR-01,Branch — Sukhumvit,2026-04-11T17:00:00Z,77,16,16,0,160,3,0,none,,3,good
SITE-BR-02,Branch — Silom,2026-04-11T17:00:00Z,48,16,13,3,105,8,1,warning,AP 02-03 offline — auto-recovery in progress,3,good
SITE-BR-03,Branch — Chatuchak,2026-04-11T17:00:00Z,84,12,11,1,108,0,1,info,Routine maintenance window active,3,good
SITE-BR-04,Branch — Ladprao,2026-04-11T17:00:00Z,83,12,12,0,156,3,0,none,,3,good
SITE-DC-01,Data Centre — Wing A,2026-04-11T17:00:00Z,97,12,12,0,168,0,0,none,,2,good
SITE-DC-02,Data Centre — Wing B,2026-04-11T17:00:00Z,94,12,11,1,120,3,0,none,,2,good
SITE-HQ-01,Bangkok HQ — Floor 1,2026-04-11T17:00:00Z,90,24,23,1,264,2,0,none,,4,good
SITE-HQ-02,Bangkok HQ — Floor 2,2026-04-11T17:00:00Z,85,24,23,1,312,3,0,none,,4,good
SITE-HQ-03,Bangkok HQ — Floor 3,2026-04-11T17:00:00Z,90,24,24,0,264,1,0,none,,4,good
SITE-HQ-04,Bangkok HQ — Floor 4,2026-04-11T17:00:00Z,81,20,19,1,160,0,0,none,,4,good
SITE-WH-01,Warehouse — Lat Krabang,2026-04-11T17:00:00Z,85,8,7,1,80,2,0,none,,2,good
SITE-WH-02,Warehouse — Bang Na,2026-04-11T17:00:00Z,45,8,6,2,57,16,1,warning,AP 02-02 offline — auto-recovery in progress,2,poor
SITE-BR-01,Branch — Sukhumvit,2026-04-11T18:00:00Z,71,16,16,0,128,2,0,none,,3,good
SITE-BR-02,Branch — Silom,2026-04-11T18:00:00Z,39,16,13,3,124,11,1,warning,AP 02-03 offline — auto-recovery in progress,3,good
SITE-BR-03,Branch — Chatuchak,2026-04-11T18:00:00Z,84,12,12,0,156,1,1,info,Routine maintenance window active,3,good
SITE-BR-04,Branch — Ladprao,2026-04-11T18:00:00Z,75,12,11,1,96,2,1,info,Routine maintenance window active,3,good
SITE-DC-01,Data Centre — Wing A,2026-04-11T18:00:00Z,95,12,11,1,168,3,0,none,,2,good
SITE-DC-02,Data Centre — Wing B,2026-04-11T18:00:00Z,94,12,11,1,132,1,0,none,,2,good
SITE-HQ-01,Bangkok HQ — Floor 1,2026-04-11T18:00:00Z,89,24,24,0,312,2,0,none,,4,good
SITE-HQ-02,Bangkok HQ — Floor 2,2026-04-11T18:00:00Z,87,24,23,1,216,3,0,none,,4,good
SITE-HQ-03,Bangkok HQ — Floor 3,2026-04-11T18:00:00Z,93,24,23,1,336,0,0,none,,4,good
SITE-HQ-04,Bangkok HQ — Floor 4,2026-04-11T18:00:00Z,69,20,19,1,180,1,1,warning,AP 04-01 offline — auto-recovery in progress,4,good
SITE-WH-01,Warehouse — Lat Krabang,2026-04-11T18:00:00Z,90,8,7,1,96,2,0,none,,2,good
SITE-WH-02,Warehouse — Bang Na,2026-04-11T18:00:00Z,60,8,6,2,67,19,1,warning,AP 02-02 offline — auto-recovery in progress,2,fair
SITE-BR-01,Branch — Sukhumvit,2026-04-11T19:00:00Z,64,16,15,1,16,3,1,warning,AP 01-01 offline — auto-recovery in progress,3,good
SITE-BR-02,Branch — Silom,2026-04-11T19:00:00Z,44,16,14,2,28,8,1,warning,AP 02-02 offline — auto-recovery in progress,3,fair
SITE-BR-03,Branch — Chatuchak,2026-04-11T19:00:00Z,78,12,11,1,12,0,0,none,,3,good
SITE-BR-04,Branch — Ladprao,2026-04-11T19:00:00Z,72,12,12,0,36,3,1,info,Routine maintenance window active,3,good
SITE-DC-01,Data Centre — Wing A,2026-04-11T19:00:00Z,94,12,11,1,36,1,0,none,,2,good
SITE-DC-02,Data Centre — Wing B,2026-04-11T19:00:00Z,92,12,12,0,24,2,0,none,,2,good
SITE-HQ-01,Bangkok HQ — Floor 1,2026-04-11T19:00:00Z,85,24,24,0,48,1,0,none,,4,good
SITE-HQ-02,Bangkok HQ — Floor 2,2026-04-11T19:00:00Z,81,24,24,0,96,2,1,info,Routine maintenance window active,4,good
SITE-HQ-03,Bangkok HQ — Floor 3,2026-04-11T19:00:00Z,91,24,24,0,72,3,0,none,,4,good
SITE-HQ-04,Bangkok HQ — Floor 4,2026-04-11T19:00:00Z,73,20,20,0,60,0,1,info,Routine maintenance window active,4,good
SITE-WH-01,Warehouse — Lat Krabang,2026-04-11T19:00:00Z,86,8,7,1,32,3,0,none,,2,good
SITE-WH-02,Warehouse — Bang Na,2026-04-11T19:00:00Z,53,8,6,2,9,12,1,warning,AP 02-02 offline — auto-recovery in progress,2,good
SITE-BR-01,Branch — Sukhumvit,2026-04-11T20:00:00Z,66,16,16,0,48,3,1,warning,AP offline — auto-recovery in progress,3,good
SITE-BR-02,Branch — Silom,2026-04-11T20:00:00Z,33,16,14,2,19,8,1,warning,AP 02-02 offline — auto-recovery in progress,3,good
SITE-BR-03,Branch — Chatuchak,2026-04-11T20:00:00Z,77,12,12,0,12,2,0,none,,3,good
SITE-BR-04,Branch — Ladprao,2026-04-11T20:00:00Z,75,12,12,0,12,0,0,none,,3,good
SITE-DC-01,Data Centre — Wing A,2026-04-11T20:00:00Z,96,12,12,0,24,3,0,none,,2,good
SITE-DC-02,Data Centre — Wing B,2026-04-11T20:00:00Z,92,12,12,0,24,3,0,none,,2,good
SITE-HQ-01,Bangkok HQ — Floor 1,2026-04-11T20:00:00Z,88,24,24,0,72,0,0,none,,4,good
SITE-HQ-02,Bangkok HQ — Floor 2,2026-04-11T20:00:00Z,84,24,24,0,96,2,0,none,,4,good
SITE-HQ-03,Bangkok HQ — Floor 3,2026-04-11T20:00:00Z,89,24,24,0,96,2,0,none,,4,good
SITE-HQ-04,Bangkok HQ — Floor 4,2026-04-11T20:00:00Z,70,20,19,1,40,0,0,none,,4,good
SITE-WH-01,Warehouse — Lat Krabang,2026-04-11T20:00:00Z,90,8,8,0,32,0,0,none,,2,good
SITE-WH-02,Warehouse — Bang Na,2026-04-11T20:00:00Z,42,8,6,2,19,11,1,warning,AP 02-02 offline — auto-recovery in progress,2,good
SITE-BR-01,Branch — Sukhumvit,2026-04-11T21:00:00Z,78,16,15,1,48,1,0,none,,3,good
SITE-BR-02,Branch — Silom,2026-04-11T21:00:00Z,52,16,16,0,64,3,1,warning,AP offline — auto-recovery in progress,3,good
SITE-BR-03,Branch — Chatuchak,2026-04-11T21:00:00Z,81,12,11,1,48,0,0,none,,3,good
SITE-BR-04,Branch — Ladprao,2026-04-11T21:00:00Z,78,12,11,1,12,1,0,none,,3,good
SITE-DC-01,Data Centre — Wing A,2026-04-11T21:00:00Z,95,12,12,0,48,3,0,none,,2,good
SITE-DC-02,Data Centre — Wing B,2026-04-11T21:00:00Z,92,12,11,1,12,0,0,none,,2,good
SITE-HQ-01,Bangkok HQ — Floor 1,2026-04-11T21:00:00Z,84,24,23,1,96,2,0,none,,4,good
SITE-HQ-02,Bangkok HQ — Floor 2,2026-04-11T21:00:00Z,90,24,24,0,96,2,0,none,,4,good
SITE-HQ-03,Bangkok HQ — Floor 3,2026-04-11T21:00:00Z,92,24,23,1,96,1,0,none,,4,good
SITE-HQ-04,Bangkok HQ — Floor 4,2026-04-11T21:00:00Z,80,20,20,0,80,0,1,info,Routine maintenance window active,4,good
SITE-WH-01,Warehouse — Lat Krabang,2026-04-11T21:00:00Z,89,8,8,0,8,1,0,none,,2,good
SITE-WH-02,Warehouse — Bang Na,2026-04-11T21:00:00Z,72,8,7,1,8,3,0,none,,2,good
SITE-BR-01,Branch — Sukhumvit,2026-04-11T22:00:00Z,78,16,16,0,32,0,0,none,,3,good
SITE-BR-02,Branch — Silom,2026-04-11T22:00:00Z,35,16,13,3,9,8,1,warning,AP 02-03 offline — auto-recovery in progress,3,fair
SITE-BR-03,Branch — Chatuchak,2026-04-11T22:00:00Z,86,12,11,1,12,2,0,none,,3,good
SITE-BR-04,Branch — Ladprao,2026-04-11T22:00:00Z,78,12,11,1,36,3,1,info,Routine maintenance window active,3,good
SITE-DC-01,Data Centre — Wing A,2026-04-11T22:00:00Z,97,12,12,0,48,3,0,none,,2,good
SITE-DC-02,Data Centre — Wing B,2026-04-11T22:00:00Z,96,12,12,0,12,2,0,none,,2,good
SITE-HQ-01,Bangkok HQ — Floor 1,2026-04-11T22:00:00Z,89,24,24,0,96,3,0,none,,4,good
SITE-HQ-02,Bangkok HQ — Floor 2,2026-04-11T22:00:00Z,83,24,23,1,48,1,1,info,Routine maintenance window active,4,good
SITE-HQ-03,Bangkok HQ — Floor 3,2026-04-11T22:00:00Z,89,24,23,1,48,2,0,none,,4,good
SITE-HQ-04,Bangkok HQ — Floor 4,2026-04-11T22:00:00Z,72,20,19,1,20,1,1,info,Routine maintenance window active,4,good
SITE-WH-01,Warehouse — Lat Krabang,2026-04-11T22:00:00Z,86,8,8,0,24,3,0,none,,2,good
SITE-WH-02,Warehouse — Bang Na,2026-04-11T22:00:00Z,65,8,8,0,24,1,1,warning,AP offline — auto-recovery in progress,2,good
SITE-BR-01,Branch — Sukhumvit,2026-04-11T23:00:00Z,78,16,16,0,16,2,0,none,,3,good
SITE-BR-02,Branch — Silom,2026-04-11T23:00:00Z,35,16,12,4,19,11,1,critical,Multiple APs offline — power issue suspected,3,fair
SITE-BR-03,Branch — Chatuchak,2026-04-11T23:00:00Z,80,12,12,0,48,0,0,none,,3,good
SITE-BR-04,Branch — Ladprao,2026-04-11T23:00:00Z,78,12,12,0,12,2,0,none,,3,good
SITE-DC-01,Data Centre — Wing A,2026-04-11T23:00:00Z,97,12,12,0,12,3,0,none,,2,good
SITE-DC-02,Data Centre — Wing B,2026-04-11T23:00:00Z,92,12,11,1,36,1,0,none,,2,good
SITE-HQ-01,Bangkok HQ — Floor 1,2026-04-11T23:00:00Z,91,24,24,0,72,1,0,none,,4,good
SITE-HQ-02,Bangkok HQ — Floor 2,2026-04-11T23:00:00Z,90,24,24,0,24,0,0,none,,4,good
SITE-HQ-03,Bangkok HQ — Floor 3,2026-04-11T23:00:00Z,92,24,24,0,96,2,0,none,,4,good
SITE-HQ-04,Bangkok HQ — Floor 4,2026-04-11T23:00:00Z,79,20,19,1,20,0,1,info,Routine maintenance window active,4,good
SITE-WH-01,Warehouse — Lat Krabang,2026-04-11T23:00:00Z,84,8,8,0,24,2,0,none,,2,good
SITE-WH-02,Warehouse — Bang Na,2026-04-11T23:00:00Z,69,8,8,0,8,2,1,warning,AP offline — auto-recovery in progress,2,good
SITE-BR-01,Branch — Sukhumvit,2026-04-12T00:00:00Z,64,16,15,1,64,0,1,warning,AP 01-01 offline — auto-recovery in progress,3,good
SITE-BR-02,Branch — Silom,2026-04-12T00:00:00Z,42,16,13,3,19,8,1,warning,AP 02-03 offline — auto-recovery in progress,3,good
SITE-BR-03,Branch — Chatuchak,2026-04-12T00:00:00Z,78,12,12,0,48,3,1,info,Routine maintenance window active,3,good
SITE-BR-04,Branch — Ladprao,2026-04-12T00:00:00Z,75,12,11,1,36,0,0,none,,3,good
SITE-DC-01,Data Centre — Wing A,2026-04-12T00:00:00Z,98,12,12,0,12,2,0,none,,2,good
SITE-DC-02,Data Centre — Wing B,2026-04-12T00:00:00Z,94,12,11,1,24,1,0,none,,2,good
SITE-HQ-01,Bangkok HQ — Floor 1,2026-04-12T00:00:00Z,92,24,23,1,96,3,0,none,,4,good
SITE-HQ-02,Bangkok HQ — Floor 2,2026-04-12T00:00:00Z,87,24,24,0,72,1,0,none,,4,good
SITE-HQ-03,Bangkok HQ — Floor 3,2026-04-12T00:00:00Z,91,24,23,1,72,0,0,none,,4,good
SITE-HQ-04,Bangkok HQ — Floor 4,2026-04-12T00:00:00Z,70,20,19,1,40,3,0,none,,4,good
SITE-WH-01,Warehouse — Lat Krabang,2026-04-12T00:00:00Z,85,8,7,1,16,1,0,none,,2,good
SITE-WH-02,Warehouse — Bang Na,2026-04-12T00:00:00Z,76,8,8,0,32,0,0,none,,2,good
SITE-BR-01,Branch — Sukhumvit,2026-04-12T01:00:00Z,71,16,16,0,48,1,0,none,,3,good
SITE-BR-02,Branch — Silom,2026-04-12T01:00:00Z,29,16,12,4,19,12,1,critical,Multiple APs offline — power issue suspected,3,fair
SITE-BR-03,Branch — Chatuchak,2026-04-12T01:00:00Z,84,12,11,1,48,3,1,info,Routine maintenance window active,3,good
SITE-BR-04,Branch — Ladprao,2026-04-12T01:00:00Z,72,12,12,0,12,3,1,info,Routine maintenance window active,3,good
