active_alerts,alert_description,alert_severity,ap_offline,ap_online,ap_total,auth_failures_1h,client_count,site_health_score,site_id,site_name,ssid_count,timestamp,uplink_quality
0,,none,0,8,8,1,78,89,SITE-WH-01,Warehouse — Lat Krabang,2,2026-05-15T16:00:00Z,good
0,,none,0,8,8,2,78,85,SITE-WH-02,Warehouse — Bang Na,2,2026-05-15T16:00:00Z,good
0,,none,0,16,16,2,158,89,SITE-BR-01,Branch — Sukhumvit,3,2026-05-15T17:00:00Z,good
0,,none,0,16,16,0,159,85,SITE-BR-02,Branch — Silom,3,2026-05-15T17:00:00Z,good
0,,none,0,12,12,1,123,92,SITE-BR-03,Branch — Chatuchak,3,2026-05-15T17:00:00Z,good
0,,none,0,12,12,0,123,88,SITE-BR-04,Branch — Ladprao,3,2026-05-15T17:00:00Z,good
0,,none,0,12,12,2,123,99,SITE-DC-01,Data Centre — Wing A,2,2026-05-15T17:00:00Z,good
0,,none,0,12,12,2,117,99,SITE-DC-02,Data Centre — Wing B,2,2026-05-15T17:00:00Z,good
0,,none,0,24,24,2,243,97,SITE-HQ-01,Bangkok HQ — Floor 1,4,2026-05-15T17:00:00Z,good
0,,none,0,24,24,1,239,92,SITE-HQ-02,Bangkok HQ — Floor 2,4,2026-05-15T17:00:00Z,good
0,,none,0,24,24,0,237,93,SITE-HQ-03,Bangkok HQ — Floor 3,4,2026-05-15T17:00:00Z,good
0,,none,0,20,20,2,200,90,SITE-HQ-04,Bangkok HQ — Floor 4,4,2026-05-15T17:00:00Z,good
0,,none,0,8,8,0,79,92,SITE-WH-01,Warehouse — Lat Krabang,2,2026-05-15T17:00:00Z,good
0,,none,0,8,8,2,82,86,SITE-WH-02,Warehouse — Bang Na,2,2026-05-15T17:00:00Z,good
0,,none,0,16,16,1,162,88,SITE-BR-01,Branch — Sukhumvit,3,2026-05-15T18:00:00Z,good
0,,none,0,16,16,3,159,87,SITE-BR-02,Branch — Silom,3,2026-05-15T18:00:00Z,good
0,,none,0,12,12,1,121,90,SITE-BR-03,Branch — Chatuchak,3,2026-05-15T18:00:00Z,good
0,,none,0,12,12,1,122,85,SITE-BR-04,Branch — Ladprao,3,2026-05-15T18:00:00Z,good
0,,none,0,12,12,2,122,97,SITE-DC-01,Data Centre — Wing A,2,2026-05-15T18:00:00Z,good
0,,none,0,12,12,1,122,97,SITE-DC-02,Data Centre — Wing B,2,2026-05-15T18:00:00Z,good
0,,none,0,24,24,3,239,97,SITE-HQ-01,Bangkok HQ — Floor 1,4,2026-05-15T18:00:00Z,good
0,,none,0,24,24,1,242,94,SITE-HQ-02,Bangkok HQ — Floor 2,4,2026-05-15T18:00:00Z,good
0,,none,0,24,24,3,242,95,SITE-HQ-03,Bangkok HQ — Floor 3,4,2026-05-15T18:00:00Z,good
0,,none,0,20,20,2,198,89,SITE-HQ-04,Bangkok HQ — Floor 4,4,2026-05-15T18:00:00Z,good
0,,none,0,8,8,1,80,93,SITE-WH-01,Warehouse — Lat Krabang,2,2026-05-15T18:00:00Z,good
0,,none,0,8,8,3,82,84,SITE-WH-02,Warehouse — Bang Na,2,2026-05-15T18:00:00Z,good
0,,none,0,16,16,3,158,88,SITE-BR-01,Branch — Sukhumvit,3,2026-05-15T19:00:00Z,good
0,,none,0,16,16,1,162,87,SITE-BR-02,Branch — Silom,3,2026-05-15T19:00:00Z,good
0,,none,0,12,12,3,119,92,SITE-BR-03,Branch — Chatuchak,3,2026-05-15T19:00:00Z,good
0,,none,0,12,12,3,122,89,SITE-BR-04,Branch — Ladprao,3,2026-05-15T19:00:00Z,good
0,,none,0,12,12,3,123,98,SITE-DC-01,Data Centre — Wing A,2,2026-05-15T19:00:00Z,good
0,,none,0,12,12,3,119,99,SITE-DC-02,Data Centre — Wing B,2,2026-05-15T19:00:00Z,good
0,,none,0,24,24,2,242,97,SITE-HQ-01,Bangkok HQ — Floor 1,4,2026-05-15T19:00:00Z,good
0,,none,0,24,24,2,237,93,SITE-HQ-02,Bangkok HQ — Floor 2,4,2026-05-15T19:00:00Z,good
0,,none,0,24,24,3,237,93,SITE-HQ-03,Bangkok HQ — Floor 3,4,2026-05-15T19:00:00Z,good
0,,none,0,20,20,2,201,90,SITE-HQ-04,Bangkok HQ — Floor 4,4,2026-05-15T19:00:00Z,good
0,,none,0,8,8,3,80,90,SITE-WH-01,Warehouse — Lat Krabang,2,2026-05-15T19:00:00Z,good
0,,none,0,8,8,1,81,83,SITE-WH-02,Warehouse — Bang Na,2,2026-05-15T19:00:00Z,good
0,,none,0,16,16,3,94,90,SITE-BR-01,Branch — Sukhumvit,3,2026-05-15T20:00:00Z,good
0,,none,0,16,16,1,96,84,SITE-BR-02,Branch — Silom,3,2026-05-15T20:00:00Z,good
0,,none,0,12,12,2,70,91,SITE-BR-03,Branch — Chatuchak,3,2026-05-15T20:00:00Z,good
0,,none,0,12,12,1,69,87,SITE-BR-04,Branch — Ladprao,3,2026-05-15T20:00:00Z,good
0,,none,0,12,12,3,69,98,SITE-DC-01,Data Centre — Wing A,2,2026-05-15T20:00:00Z,good
0,,none,0,12,12,1,73,96,SITE-DC-02,Data Centre — Wing B,2,2026-05-15T20:00:00Z,good
0,,none,0,24,24,2,141,97,SITE-HQ-01,Bangkok HQ — Floor 1,4,2026-05-15T20:00:00Z,good
0,,none,0,24,24,0,146,95,SITE-HQ-02,Bangkok HQ — Floor 2,4,2026-05-15T20:00:00Z,good
0,,none,0,24,24,0,143,97,SITE-HQ-03,Bangkok HQ — Floor 3,4,2026-05-15T20:00:00Z,good
0,,none,0,20,20,1,119,92,SITE-HQ-04,Bangkok HQ — Floor 4,4,2026-05-15T20:00:00Z,good
0,,none,0,8,8,0,47,93,SITE-WH-01,Warehouse — Lat Krabang,2,2026-05-15T20:00:00Z,good
0,,none,0,8,8,1,51,82,SITE-WH-02,Warehouse — Bang Na,2,2026-05-15T20:00:00Z,good
0,,none,0,16,16,0,98,87,SITE-BR-01,Branch — Sukhumvit,3,2026-05-15T21:00:00Z,good
0,,none,0,16,16,0,98,85,SITE-BR-02,Branch — Silom,3,2026-05-15T21:00:00Z,good
0,,none,0,12,12,1,75,91,SITE-BR-03,Branch — Chatuchak,3,2026-05-15T21:00:00Z,good
0,,none,0,12,12,0,71,88,SITE-BR-04,Branch — Ladprao,3,2026-05-15T21:00:00Z,good
0,,none,0,12,12,0,74,98,SITE-DC-01,Data Centre — Wing A,2,2026-05-15T21:00:00Z,good
0,,none,0,12,12,0,73,97,SITE-DC-02,Data Centre — Wing B,2,2026-05-15T21:00:00Z,good
0,,none,0,24,24,3,141,95,SITE-HQ-01,Bangkok HQ — Floor 1,4,2026-05-15T21:00:00Z,good
0,,none,0,24,24,1,147,93,SITE-HQ-02,Bangkok HQ — Floor 2,4,2026-05-15T21:00:00Z,good
0,,none,0,24,24,1,145,97,SITE-HQ-03,Bangkok HQ — Floor 3,4,2026-05-15T21:00:00Z,good
0,,none,0,20,20,3,119,90,SITE-HQ-04,Bangkok HQ — Floor 4,4,2026-05-15T21:00:00Z,good
0,,none,0,8,8,1,47,93,SITE-WH-01,Warehouse — Lat Krabang,2,2026-05-15T21:00:00Z,good
0,,none,0,8,8,2,47,83,SITE-WH-02,Warehouse — Bang Na,2,2026-05-15T21:00:00Z,good
0,,none,0,16,16,1,5,87,SITE-BR-01,Branch — Sukhumvit,3,2026-05-15T22:00:00Z,good
0,,none,0,16,16,0,6,85,SITE-BR-02,Branch — Silom,3,2026-05-15T22:00:00Z,good
0,,none,1,11,12,1,3,93,SITE-BR-03,Branch — Chatuchak,3,2026-05-15T22:00:00Z,good
0,,none,0,12,12,2,4,86,SITE-BR-04,Branch — Ladprao,3,2026-05-15T22:00:00Z,good
0,,none,0,12,12,0,8,99,SITE-DC-01,Data Centre — Wing A,2,2026-05-15T22:00:00Z,good
0,,none,0,12,12,1,6,98,SITE-DC-02,Data Centre — Wing B,2,2026-05-15T22:00:00Z,good
0,,none,0,24,24,0,12,96,SITE-HQ-01,Bangkok HQ — Floor 1,4,2026-05-15T22:00:00Z,good
0,,none,0,24,24,2,13,92,SITE-HQ-02,Bangkok HQ — Floor 2,4,2026-05-15T22:00:00Z,good
0,,none,0,24,24,0,15,95,SITE-HQ-03,Bangkok HQ — Floor 3,4,2026-05-15T22:00:00Z,good
0,,none,0,20,20,1,11,91,SITE-HQ-04,Bangkok HQ — Floor 4,4,2026-05-15T22:00:00Z,good
0,,none,0,8,8,1,3,89,SITE-WH-01,Warehouse — Lat Krabang,2,2026-05-15T22:00:00Z,good
0,,none,0,8,8,0,2,86,SITE-WH-02,Warehouse — Bang Na,2,2026-05-15T22:00:00Z,good
0,,none,0,16,16,1,6,87,SITE-BR-01,Branch — Sukhumvit,3,2026-05-15T23:00:00Z,good
0,,none,0,16,16,0,9,86,SITE-BR-02,Branch — Silom,3,2026-05-15T23:00:00Z,good
0,,none,0,12,12,3,4,91,SITE-BR-03,Branch — Chatuchak,3,2026-05-15T23:00:00Z,good
0,,none,0,12,12,1,3,88,SITE-BR-04,Branch — Ladprao,3,2026-05-15T23:00:00Z,good
0,,none,0,12,12,3,3,98,SITE-DC-01,Data Centre — Wing A,2,2026-05-15T23:00:00Z,good
0,,none,0,12,12,1,9,99,SITE-DC-02,Data Centre — Wing B,2,2026-05-15T23:00:00Z,good
0,,none,0,24,24,0,12,94,SITE-HQ-01,Bangkok HQ — Floor 1,4,2026-05-15T23:00:00Z,good
0,,none,0,24,24,3,11,93,SITE-HQ-02,Bangkok HQ — Floor 2,4,2026-05-15T23:00:00Z,good
0,,none,0,24,24,0,13,94,SITE-HQ-03,Bangkok HQ — Floor 3,4,2026-05-15T23:00:00Z,good
0,,none,0,20,20,3,8,90,SITE-HQ-04,Bangkok HQ — Floor 4,4,2026-05-15T23:00:00Z,good
0,,none,0,8,8,2,5,91,SITE-WH-01,Warehouse — Lat Krabang,2,2026-05-15T23:00:00Z,good
0,,none,0,8,8,0,7,85,SITE-WH-02,Warehouse — Bang Na,2,2026-05-15T23:00:00Z,good
0,,none,0,16,16,0,6,86,SITE-BR-01,Branch — Sukhumvit,3,2026-05-16T00:00:00Z,good
0,,none,1,15,16,3,7,87,SITE-BR-02,Branch — Silom,3,2026-05-16T00:00:00Z,good
0,,none,0,12,12,0,9,91,SITE-BR-03,Branch — Chatuchak,3,2026-05-16T00:00:00Z,good
0,,none,1,11,12,1,4,85,SITE-BR-04,Branch — Ladprao,3,2026-05-16T00:00:00Z,good
0,,none,0,12,12,2,8,99,SITE-DC-01,Data Centre — Wing A,2,2026-05-16T00:00:00Z,good
0,,none,0,12,12,0,6,99,SITE-DC-02,Data Centre — Wing B,2,2026-05-16T00:00:00Z,good
0,,none,0,24,24,1,11,94,SITE-HQ-01,Bangkok HQ — Floor 1,4,2026-05-16T00:00:00Z,good
0,,none,0,24,24,2,10,92,SITE-HQ-02,Bangkok HQ — Floor 2,4,2026-05-16T00:00:00Z,good
0,,none,1,23,24,2,13,95,SITE-HQ-03,Bangkok HQ — Floor 3,4,2026-05-16T00:00:00Z,good
0,,none,0,20,20,1,7,89,SITE-HQ-04,Bangkok HQ — Floor 4,4,2026-05-16T00:00:00Z,good
0,,none,0,8,8,0,7,91,SITE-WH-01,Warehouse — Lat Krabang,2,2026-05-16T00:00:00Z,good
0,,none,0,8,8,3,6,82,SITE-WH-02,Warehouse — Bang Na,2,2026-05-16T00:00:00Z,good
0,,none,0,16,16,0,8,87,SITE-BR-01,Branch — Sukhumvit,3,2026-05-16T01:00:00Z,good
0,,none,0,16,16,3,5,88,SITE-BR-02,Branch — Silom,3,2026-05-16T01:00:00Z,good
0,,none,0,12,12,3,5,90,SITE-BR-03,Branch — Chatuchak,3,2026-05-16T01:00:00Z,good
0,,none,0,12,12,2,9,88,SITE-BR-04,Branch — Ladprao,3,2026-05-16T01:00:00Z,good
0,,none,0,12,12,0,7,98,SITE-DC-01,Data Centre — Wing A,2,2026-05-16T01:00:00Z,good
0,,none,0,12,12,1,7,98,SITE-DC-02,Data Centre — Wing B,2,2026-05-16T01:00:00Z,good
0,,none,0,24,24,2,14,94,SITE-HQ-01,Bangkok HQ — Floor 1,4,2026-05-16T01:00:00Z,good
0,,none,0,24,24,2,12,95,SITE-HQ-02,Bangkok HQ — Floor 2,4,2026-05-16T01:00:00Z,good
0,,none,0,24,24,0,15,95,SITE-HQ-03,Bangkok HQ — Floor 3,4,2026-05-16T01:00:00Z,good
0,,none,0,20,20,0,7,90,SITE-HQ-04,Bangkok HQ — Floor 4,4,2026-05-16T01:00:00Z,good
0,,none,0,8,8,0,5,93,SITE-WH-01,Warehouse — Lat Krabang,2,2026-05-16T01:00:00Z,good
0,,none,0,8,8,0,2,84,SITE-WH-02,Warehouse — Bang Na,2,2026-05-16T01:00:00Z,good
0,,none,0,16,16,1,7,89,SITE-BR-01,Branch — Sukhumvit,3,2026-05-16T02:00:00Z,good
0,,none,0,16,16,2,10,85,SITE-BR-02,Branch — Silom,3,2026-05-16T02:00:00Z,good
0,,none,0,12,12,2,3,91,SITE-BR-03,Branch — Chatuchak,3,2026-05-16T02:00:00Z,good
0,,none,0,12,12,0,6,86,SITE-BR-04,Branch — Ladprao,3,2026-05-16T02:00:00Z,good
0,,none,0,12,12,1,5,97,SITE-DC-01,Data Centre — Wing A,2,2026-05-16T02:00:00Z,good
0,,none,0,12,12,0,3,97,SITE-DC-02,Data Centre — Wing B,2,2026-05-16T02:00:00Z,good
0,,none,0,24,24,3,12,98,SITE-HQ-01,Bangkok HQ — Floor 1,4,2026-05-16T02:00:00Z,good
0,,none,0,24,24,0,9,94,SITE-HQ-02,Bangkok HQ — Floor 2,4,2026-05-16T02:00:00Z,good
0,,none,0,24,24,1,14,93,SITE-HQ-03,Bangkok HQ — Floor 3,4,2026-05-16T02:00:00Z,good
0,,none,0,20,20,0,12,91,SITE-HQ-04,Bangkok HQ — Floor 4,4,2026-05-16T02:00:00Z,good
0,,none,0,8,8,2,5,89,SITE-WH-01,Warehouse — Lat Krabang,2,2026-05-16T02:00:00Z,good
0,,none,0,8,8,1,6,84,SITE-WH-02,Warehouse — Bang Na,2,2026-05-16T02:00:00Z,good
0,,none,0,16,16,0,9,90,SITE-BR-01,Branch — Sukhumvit,3,2026-05-16T03:00:00Z,good
0,,none,0,16,16,1,11,85,SITE-BR-02,Branch — Silom,3,2026-05-16T03:00:00Z,good
0,,none,1,11,12,3,8,94,SITE-BR-03,Branch — Chatuchak,3,2026-05-16T03:00:00Z,good
0,,none,0,12,12,3,3,89,SITE-BR-04,Branch — Ladprao,3,2026-05-16T03:00:00Z,good
0,,none,0,12,12,2,4,99,SITE-DC-01,Data Centre — Wing A,2,2026-05-16T03:00:00Z,good
0,,none,0,12,12,1,7,99,SITE-DC-02,Data Centre — Wing B,2,2026-05-16T03:00:00Z,good
0,,none,0,24,24,0,9,96,SITE-HQ-01,Bangkok HQ — Floor 1,4,2026-05-16T03:00:00Z,good
0,,none,0,24,24,2,10,94,SITE-HQ-02,Bangkok HQ — Floor 2,4,2026-05-16T03:00:00Z,good
0,,none,0,24,24,2,15,97,SITE-HQ-03,Bangkok HQ — Floor 3,4,2026-05-16T03:00:00Z,good
0,,none,0,20,20,1,9,91,SITE-HQ-04,Bangkok HQ — Floor 4,4,2026-05-16T03:00:00Z,good
0,,none,0,8,8,0,1,89,SITE-WH-01,Warehouse — Lat Krabang,2,2026-05-16T03:00:00Z,good
0,,none,0,8,8,1,1,82,SITE-WH-02,Warehouse — Bang Na,2,2026-05-16T03:00:00Z,good
0,,none,0,16,16,1,7,87,SITE-BR-01,Branch — Sukhumvit,3,2026-05-16T04:00:00Z,good
0,,none,0,16,16,3,10,85,SITE-BR-02,Branch — Silom,3,2026-05-16T04:00:00Z,good
0,,none,0,12,12,2,7,93,SITE-BR-03,Branch — Chatuchak,3,2026-05-16T04:00:00Z,good
0,,none,0,12,12,2,7,89,SITE-BR-04,Branch — Ladprao,3,2026-05-16T04:00:00Z,good
0,,none,0,12,12,3,5,99,SITE-DC-01,Data Centre — Wing A,2,2026-05-16T04:00:00Z,good
0,,none,0,12,12,2,4,99,SITE-DC-02,Data Centre — Wing B,2,2026-05-16T04:00:00Z,good
0,,none,0,24,24,2,10,96,SITE-HQ-01,Bangkok HQ — Floor 1,4,2026-05-16T04:00:00Z,good
0,,none,0,24,24,1,13,94,SITE-HQ-02,Bangkok HQ — Floor 2,4,2026-05-16T04:00:00Z,good
0,,none,0,24,24,0,11,93,SITE-HQ-03,Bangkok HQ — Floor 3,4,2026-05-16T04:00:00Z,good
0,,none,0,20,20,0,9,89,SITE-HQ-04,Bangkok HQ — Floor 4,4,2026-05-16T04:00:00Z,good
0,,none,1,7,8,2,5,89,SITE-WH-01,Warehouse — Lat Krabang,2,2026-05-16T04:00:00Z,good
0,,none,0,8,8,0,1,83,SITE-WH-02,Warehouse — Bang Na,2,2026-05-16T04:00:00Z,good
0,,none,0,16,16,3,11,88,SITE-BR-01,Branch — Sukhumvit,3,2026-05-16T05:00:00Z,good
0,,none,0,16,16,2,6,86,SITE-BR-02,Branch — Silom,3,2026-05-16T05:00:00Z,good
0,,none,0,12,12,0,8,91,SITE-BR-03,Branch — Chatuchak,3,2026-05-16T05:00:00Z,good
0,,none,0,12,12,1,5,85,SITE-BR-04,Branch — Ladprao,3,2026-05-16T05:00:00Z,good
0,,none,0,12,12,3,6,98,SITE-DC-01,Data Centre — Wing A,2,2026-05-16T05:00:00Z,good
0,,none,0,12,12,3,7,99,SITE-DC-02,Data Centre — Wing B,2,2026-05-16T05:00:00Z,good
0,,none,0,24,24,2,14,98,SITE-HQ-01,Bangkok HQ — Floor 1,4,2026-05-16T05:00:00Z,good
0,,none,0,24,24,0,11,94,SITE-HQ-02,Bangkok HQ — Floor 2,4,2026-05-16T05:00:00Z,good
0,,none,0,24,24,2,14,97,SITE-HQ-03,Bangkok HQ — Floor 3,4,2026-05-16T05:00:00Z,good
0,,none,0,20,20,0,8,91,SITE-HQ-04,Bangkok HQ — Floor 4,4,2026-05-16T05:00:00Z,good
0,,none,0,8,8,2,6,93,SITE-WH-01,Warehouse — Lat Krabang,2,2026-05-16T05:00:00Z,good
0,,none,0,8,8,1,2,84,SITE-WH-02,Warehouse — Bang Na,2,2026-05-16T05:00:00Z,good
0,,none,0,16,16,0,6,89,SITE-BR-01,Branch — Sukhumvit,3,2026-05-16T06:00:00Z,good
0,,none,0,16,16,0,11,85,SITE-BR-02,Branch — Silom,3,2026-05-16T06:00:00Z,good
0,,none,0,12,12,2,4,92,SITE-BR-03,Branch — Chatuchak,3,2026-05-16T06:00:00Z,good
0,,none,0,12,12,0,3,89,SITE-BR-04,Branch — Ladprao,3,2026-05-16T06:00:00Z,good
0,,none,0,12,12,0,5,97,SITE-DC-01,Data Centre — Wing A,2,2026-05-16T06:00:00Z,good
0,,none,0,12,12,0,8,99,SITE-DC-02,Data Centre — Wing B,2,2026-05-16T06:00:00Z,good
0,,none,0,24,24,0,14,95,SITE-HQ-01,Bangkok HQ — Floor 1,4,2026-05-16T06:00:00Z,good
0,,none,0,24,24,1,11,96,SITE-HQ-02,Bangkok HQ — Floor 2,4,2026-05-16T06:00:00Z,good
0,,none,0,24,24,1,13,94,SITE-HQ-03,Bangkok HQ — Floor 3,4,2026-05-16T06:00:00Z,good
0,,none,0,20,20,3,12,90,SITE-HQ-04,Bangkok HQ — Floor 4,4,2026-05-16T06:00:00Z,good
0,,none,0,8,8,3,1,90,SITE-WH-01,Warehouse — Lat Krabang,2,2026-05-16T06:00:00Z,good
0,,none,0,8,8,3,7,83,SITE-WH-02,Warehouse — Bang Na,2,2026-05-16T06:00:00Z,good
0,,none,0,16,16,1,7,87,SITE-BR-01,Branch — Sukhumvit,3,2026-05-16T07:00:00Z,good
0,,none,0,16,16,2,9,84,SITE-BR-02,Branch — Silom,3,2026-05-16T07:00:00Z,good
0,,none,0,12,12,3,8,94,SITE-BR-03,Branch — Chatuchak,3,2026-05-16T07:00:00Z,good
0,,none,0,12,12,3,5,87,SITE-BR-04,Branch — Ladprao,3,2026-05-16T07:00:00Z,good
0,,none,0,12,12,1,3,99,SITE-DC-01,Data Centre — Wing A,2,2026-05-16T07:00:00Z,good
0,,none,0,12,12,3,5,99,SITE-DC-02,Data Centre — Wing B,2,2026-05-16T07:00:00Z,good
0,,none,0,24,24,1,9,97,SITE-HQ-01,Bangkok HQ — Floor 1,4,2026-05-16T07:00:00Z,good
0,,none,0,24,24,3,10,92,SITE-HQ-02,Bangkok HQ — Floor 2,4,2026-05-16T07:00:00Z,good
0,,none,0,24,24,3,15,94,SITE-HQ-03,Bangkok HQ — Floor 3,4,2026-05-16T07:00:00Z,good
0,,none,0,20,20,0,7,90,SITE-HQ-04,Bangkok HQ — Floor 4,4,2026-05-16T07:00:00Z,good
0,,none,0,8,8,2,4,89,SITE-WH-01,Warehouse — Lat Krabang,2,2026-05-16T07:00:00Z,good
0,,none,0,8,8,1,1,86,SITE-WH-02,Warehouse — Bang Na,2,2026-05-16T07:00:00Z,good
1,Network degradation — upstream ISP issue,warning,2,14,16,36,35,67,SITE-BR-01,Branch — Sukhumvit,3,2026-05-16T08:00:00Z,fair
1,Network degradation — upstream ISP issue,warning,2,14,16,30,35,65,SITE-BR-02,Branch — Silom,3,2026-05-16T08:00:00Z,fair
1,Network degradation — upstream ISP issue,warning,2,10,12,14,26,69,SITE-BR-03,Branch — Chatuchak,3,2026-05-16T08:00:00Z,fair
1,Network degradation — upstream ISP issue,warning,1,11,12,22,26,67,SITE-BR-04,Branch — Ladprao,3,2026-05-16T08:00:00Z,fair
1,Network degradation — upstream ISP issue,warning,2,10,12,15,28,77,SITE-DC-01,Data Centre — Wing A,2,2026-05-16T08:00:00Z,fair
1,Network degradation — upstream ISP issue,warning,1,11,12,24,26,74,SITE-DC-02,Data Centre — Wing B,2,2026-05-16T08:00:00Z,fair
1,Network degradation — upstream ISP issue,warning,3,21,24,15,48,72,SITE-HQ-01,Bangkok HQ — Floor 1,4,2026-05-16T08:00:00Z,fair
1,Network degradation — upstream ISP issue,warning,2,22,24,37,51,70,SITE-HQ-02,Bangkok HQ — Floor 2,4,2026-05-16T08:00:00Z,fair
1,Network degradation — upstream ISP issue,warning,3,21,24,20,49,72,SITE-HQ-03,Bangkok HQ — Floor 3,4,2026-05-16T08:00:00Z,fair
1,Network degradation — upstream ISP issue,warning,2,18,20,15,42,69,SITE-HQ-04,Bangkok HQ — Floor 4,4,2026-05-16T08:00:00Z,fair
1,Network degradation — upstream ISP issue,warning,1,7,8,40,19,71,SITE-WH-01,Warehouse — Lat Krabang,2,2026-05-16T08:00:00Z,fair
1,Network degradation — upstream ISP issue,warning,1,7,8,13,17,63,SITE-WH-02,Warehouse — Bang Na,2,2026-05-16T08:00:00Z,fair
1,Network degradation — upstream ISP issue,warning,2,14,16,16,56,64,SITE-BR-01,Branch — Sukhumvit,3,2026-05-16T09:00:00Z,fair
1,Network degradation — upstream ISP issue,warning,2,14,16,26,55,64,SITE-BR-02,Branch — Silom,3,2026-05-16T09:00:00Z,fair
1,Network degradation — upstream ISP issue,warning,1,11,12,27,44,68,SITE-BR-03,Branch — Chatuchak,3,2026-05-16T09:00:00Z,fair
1,Network degradation — upstream ISP issue,warning,2,10,12,18,41,66,SITE-BR-04,Branch — Ladprao,3,2026-05-16T09:00:00Z,fair
1,Network degradation — upstream ISP issue,warning,1,11,12,12,41,78,SITE-DC-01,Data Centre — Wing A,2,2026-05-16T09:00:00Z,fair
1,Network degradation — upstream ISP issue,warning,1,11,12,11,44,75,SITE-DC-02,Data Centre — Wing B,2,2026-05-16T09:00:00Z,fair
1,Network degradation — upstream ISP issue,warning,3,21,24,23,87,75,SITE-HQ-01,Bangkok HQ — Floor 1,4,2026-05-16T09:00:00Z,fair
1,Network degradation — upstream ISP issue,warning,3,21,24,16,83,74,SITE-HQ-02,Bangkok HQ — Floor 2,4,2026-05-16T09:00:00Z,fair
1,Network degradation — upstream ISP issue,warning,1,23,24,30,82,71,SITE-HQ-03,Bangkok HQ — Floor 3,4,2026-05-16T09:00:00Z,fair
1,Network degradation — upstream ISP issue,warning,2,18,20,17,68,67,SITE-HQ-04,Bangkok HQ — Floor 4,4,2026-05-16T09:00:00Z,fair
1,Network degradation — upstream ISP issue,warning,1,7,8,28,28,68,SITE-WH-01,Warehouse — Lat Krabang,2,2026-05-16T09:00:00Z,fair
1,Network degradation — upstream ISP issue,warning,1,7,8,24,28,62,SITE-WH-02,Warehouse — Bang Na,2,2026-05-16T09:00:00Z,fair
1,Network degradation — upstream ISP issue,warning,1,15,16,16,58,67,SITE-BR-01,Branch — Sukhumvit,3,2026-05-16T10:00:00Z,fair
1,Network degradation — upstream ISP issue,warning,1,15,16,23,57,64,SITE-BR-02,Branch — Silom,3,2026-05-16T10:00:00Z,fair
1,Network degradation — upstream ISP issue,warning,1,11,12,14,39,73,SITE-BR-03,Branch — Chatuchak,3,2026-05-16T10:00:00Z,fair
1,Network degradation — upstream ISP issue,warning,1,11,12,40,40,68,SITE-BR-04,Branch — Ladprao,3,2026-05-16T10:00:00Z,fair
